u,v,color
3413,5171,0
3413,5219,0
3413,5172,0
3413,5173,0
3413,4838,0
3413,5097,0
3413,3492,0
3413,5174,0
3413,2807,0
3413,765,0
3413,5175,0
3413,4848,0
3413,5122,0
3413,2758,0
3413,5178,0
3413,766,0
3413,767,0
3413,5179,0
3413,768,0
3413,2366,0
3413,769,0
3413,5180,0
3413,5181,0
3413,5182,0
3413,3415,0
3413,1873,0
3413,5220,0
3413,1177,0
3413,2872,0
3413,3180,0
3413,5107,0
3413,2873,0
3413,5187,0
3413,5188,0
3413,770,0
3413,5189,0
5164,5067,0
5164,5201,0
5164,5068,0
5164,1338,0
5164,1866,0
5164,5203,0
5164,5204,0
5164,2350,0,3
5164,754,0
5164,5191,0
5164,755,0
5164,320,0
5164,1433,0
5164,5073,0
5164,756,0
5164,187,0
5164,5193,0
5164,5075,0
5164,1867,0
5164,3487,0
5164,5077,0
5164,3488,0
5164,5194,0
5164,3172,0
5164,5121,0
5164,636,3
5164,5079,0
5164,5195,0
5164,4428,0
5164,2585,0
5164,5080,0
5164,5196,0
5164,5197,0
5164,1443,0
5164,1478,0
5164,3489,0
5164,3490,0
5164,1479,0
5164,3136,0
5164,4047,0
5164,1868,0
5164,5166,0
5164,5083,0,3
5164,3491,0
5164,5084,0
5164,5085,0
5164,5167,0
5164,1451,0
5164,762,0
5164,5168,0
5164,2756,0
5164,5090,0
5164,1032,0
5164,5169,0
5164,5094,0
5164,5171,0
5164,5172,0
5164,5173,0
5164,1415,0
5164,3543,0
5164,4838,0
5164,5097,0
5164,3492,0
5164,5098,0
5164,5174,0
5164,2807,0
5164,765,0
5164,5175,0
5164,4848,0
5164,3544,0
5164,5176,0
5164,5177,0
5164,1340,0
5164,5122,0
5164,2758,0
5164,5178,0
5164,5100,0
5164,766,0
5164,767,0
5164,5179,0
5164,3545,0
5164,768,0
5164,769,0
5164,5180,0
5164,5181,0
5164,5182,0
5164,5183,0
5164,5184,0
5164,3140,0
5164,3180,0,3
5164,689,3
5164,5107,0
5164,5187,0
5164,5188,0
5164,770,0
5164,1464,0
5164,5189,0
5164,5190,0
3727,5221,1,0,2
3727,5133,0
3727,5222,1,2,0
3727,5223,1,0,2
3727,4908,1,0,2
3727,5067,0,2,1
3727,5201,0
3727,5068,1,0,2
3727,5224,1,0,2
3727,5202,0
3727,5225,2,1,0
3727,1338,0,1,2
3727,1866,0
3727,1430,2,0,1
3727,2584,1,2,0
3727,1818,2,0,1
3727,774,0,1,2
3727,1892,0,1,2
3727,2590,0,1,2
3727,5069,0,1,2
3727,775,2,1,0
3727,5226,0
3727,3134,0,1,2
3727,1431,0,1,2
3727,754,0
3727,1467,2,1,0
3727,5227,0,2
3727,1432,0,1,2
3727,5228,0,1,2
3727,2592,1,0,2
3727,755,0
3727,1819,2,1,0
3727,320,0,2,1
3727,1433,0,1,2
3727,5229,2,0
3727,1820,1,0,2
3727,5230,0,2,1
3727,1401,2,0
3727,1475,0,1,2
3727,2593,1,0,2
3727,1471,1,0,2
3727,1476,1,0,2
3727,756,0
3727,187,0
3727,2594,1,0,2
3727,5192,0
3727,1402,0,1,2
3727,5193,0
3727,1867,0
3727,629,2,0
3727,1403,1,0,2
3727,631,0,2
3727,5231,1,2,0
3727,3294,1,2,0
3727,3487,0
3727,1386,2,1,0
3727,634,2,0
3727,2595,0,2,1
3727,1436,2,1,0
3727,4916,1,0,2
3727,1387,2,0,1
3727,424,2,1,0
3727,5077,1,2,0
3727,360,0,2,1
3727,3488,0
3727,1437,0,1,2
3727,1404,1,2,0
3727,1438,0,1,2
3727,3172,1,0,2
3727,5121,1,2,0
3727,5232,2,1,0
3727,1439,2,0,1
3727,5233,1,2,0
3727,3135,0
3727,5234,0,2,1
3727,4213,0,2,1
3727,5195,0
3727,4428,0
3727,1835,0,1,2
3727,5235,0
3727,5236,1,0,2
3727,3938,1,0,2
3727,4462,2,1,0
3727,2585,2,0,1
3727,1477,1,2,0
3727,5237,1,0,2
3727,5238,0,1,2
3727,5080,0
3727,430,1,0,2
3727,1407,2,0
3727,1441,2,1,0
3727,1821,2,1,0
3727,5196,2,1,0
3727,1443,1,2,0
3727,2596,0,1,2
3727,2795,0
3727,1478,1,2,0
3727,1445,2,1,0
3727,2597,2,0,1
3727,2598,2,0,1
3727,3939,1,0,2
3727,5239,0,2,1
3727,1447,2,1,0
3727,5240,0,2,1
3727,1449,1,2,0
3727,1822,2,1,0
3727,5241,2,1,0
3727,5242,2,0,1
3727,3489,0
3727,3490,0
3727,1479,0,1,2
3727,3175,1,2,0
3727,3136,2,0,1
3727,5165,0
3727,1868,0
3727,2599,0,1,2
3727,3137,1,2,0
3727,5166,0
3727,5083,0
3727,1480,2,0,1
3727,3491,0
3727,5243,1,0,2
3727,2600,2,0,1
3727,1450,1,0,2
3727,329,1,0,2
3727,1451,0,1,2
3727,279,2,0,1
3727,762,0
3727,5168,0
3727,5087,2,0,1
3727,5088,1,0,2
3727,5244,0,2,1
3727,3177,1,2,0
3727,1270,0
3727,5090,0
3727,5058,2,1,0
3727,1453,1,0,2
3727,5245,0,2
3727,5246,2
3727,1392,2,1,0
3727,5169,0,2,1
3727,5247,2,0
3727,1823,2,0,1
3727,1824,2,0,1
3727,5248,0,2
3727,1393,1,0,2
3727,5170,0
3727,3325,2,1,0
3727,5171,0
3727,5172,0
3727,664,1,0,2
3727,1231,2,1,0
3727,5173,0
3727,1415,2,0,1
3727,1394,2,0,1
3727,1454,0,2,1
3727,3138,0
3727,5249,0
3727,821,0,1,2
3727,665,0,2
3727,440,0,2,1
3727,1481,2,0,1
3727,247,1,2,0
3727,2601,1,0,2
3727,3543,0
3727,1825,0,1,2
3727,4838,0,2,1
3727,5250,2,0,1
3727,3492,0
3727,5251,2,0,1
3727,4930,2,1,0
3727,4931,0,2,1
3727,5174,0
3727,765,0
3727,5175,0
3727,3544,0
3727,5252,1,2,0
3727,4503,2,0
3727,1395,1,2,0
3727,1340,0,2,1
3727,1233,1,0,2
3727,5122,2,1,0
3727,1458,1,0,2
3727,2758,0
3727,4113,0,2,1
3727,1234,1,0,2
3727,1396,0,2,1
3727,5253,1,2
3727,1482,1,0,2
3727,5254,0,2
3727,1459,0,2,1
3727,766,0
3727,767,0
3727,5179,0
3727,1849,1,0,2
3727,3545,0
3727,3680,2,0,1
3727,768,0
3727,5255,1,2,0
3727,769,0
3727,5181,0
3727,2602,2,1,0
3727,1421,2,0
3727,675,2,0
3727,5256,0,1,2
3727,5183,1,2,0
3727,3178,0,2,1
3727,5184,1,2,0
3727,1826,1,0,2
3727,5185,0
3727,5257,1,2,0
3727,3139,2,1,0
3727,5105,0,2,1
3727,1472,2,0,1
3727,2603,0,2,1
3727,1827,1,2,0
3727,5258,0,2,1
3727,1239,1,0,2
3727,5259,2,1,0
3727,1646,1,0,2
3727,2604,1,0,2
3727,5260,2,1,0
3727,3140,2,0,1
3727,682,2,1,0
3727,3179,0,2,1
3727,5261,2
3727,5186,0
3727,1462,2,1,0
3727,2586,2,1,0
3727,5262,0,2,1
3727,5263,0,2,1
3727,1463,1,0,2
3727,687,2,0
3727,3327,2,1,0
3727,5264,0,1,2
3727,5106,0,2,1
3727,2605,2,1,0
3727,5132,0,2,1
3727,1829,2,1,0
3727,5188,0
3727,2975,0
3727,770,0
3727,5265,0,2,1
3727,1464,1,0,2
3727,5189,0
3727,445,2,0,1
3727,5109,2,0,1
3727,1895,2,1,0
3727,1466,2,0,1
3727,5266,2,0
3727,3182,2,1,0
3727,5267,0,1,2
3727,3183,2,0,1
3727,2606,2,0,1
4120,5065,0,3
4120,5067,0
4120,5214,3
4120,5061,0
4120,1818,0
4120,2754,0
4120,2590,0
4120,5069,0
4120,775,0
4120,5226,0
4120,3134,0
4120,5070,0
4120,253,0
4120,1467,0
4120,3664,0
4120,5071,0
4120,5228,0
4120,2592,0
4120,1819,0
4120,1433,0
4120,5230,0
4120,5072,0
4120,2593,0
4120,1471,0
4120,2594,0,3
4120,296,0
4120,5074,0
4120,5075,0
4120,1867,3
4120,387,1,3
4120,1403,0
4120,5076,0
4120,1386,3,0
4120,5062,0
4120,2595,0
4120,1387,3,0
4120,5078,0
4120,360,3
4120,5232,0
4120,1388,0
4120,5079,0
4120,264,3,0
4120,2755,0
4120,300,0
4120,5233,0
4120,3135,0
4120,3682,0
4120,5235,0
4120,5236,0
4120,5206,1,3
4120,5207,1,3
4120,4462,3
4120,1477,0
4120,5237,0
4120,5238,0
4120,5208,0
4120,5081,0
4120,1389,0
4120,301,0
4120,1821,0
4120,2596,0
4120,1445,0
4120,2597,0
4120,2598,0
4120,1822,0
4120,1479,0
4120,3496,0,3
4120,5210,0,3
4120,3136,0
4120,4047,0
4120,2599,0
4120,3137,0
4120,5083,0
4120,1480,0
4120,2600,0
4120,5084,0
4120,276,0
4120,1450,3
4120,279,0
4120,2756,3
4120,5086,0
4120,5244,0
4120,2757,0
4120,5091,0,3
4120,5092,3,0
4120,305,0
4120,1823,0
4120,1824,0
4120,3467,0
4120,5093,0
4120,661,0
4120,5172,3
4120,664,0
4120,5173,3
4120,1394,3
4120,3138,0
4120,5095,0
4120,247,3
4120,2601,0
4120,1825,0
4120,5096,0
4120,306,0
4120,2616,0
4120,5097,0
4120,5251,0
4120,4848,3
4120,1395,0
4120,309,0
4120,310,0
4120,1396,0,3
4120,5099,0
4120,1459,0
4120,453,3,1
4120,5101,0
4120,5102,0
4120,2602,0
4120,3497,3,0
4120,5256,0
4120,1547,0
4120,3498,0,3
4120,5103,0
4120,1826,0
4120,837,3,1
4120,5104,0,3
4120,2982,3,1
4120,3139,0
4120,1472,0
4120,2603,0
4120,1827,0
4120,5259,0
4120,5212,0
4120,1646,0
4120,2604,0
4120,3140,0
4120,682,0
4120,5213,0
4120,840,0
4120,3499,0,3
4120,3180,3,0
4120,315,0
4120,5264,0
4120,5106,0
4120,2605,0
4120,1829,0
4120,864,3,1
4120,1464,0
4120,5109,3
4120,5110,0
4120,5267,0
4120,2606,0,3
3489,5065,0
3489,5067,0
3489,5201,0
3489,5068,0
3489,5061,0
3489,4952,0,2
3489,507,2,0
3489,1866,0
3489,2754,0
3489,775,0,2
3489,240,0,1,2
3489,2350,0
3489,5070,0
3489,253,0
3489,754,0
3489,5191,0
3489,3664,0
3489,5071,0
3489,755,0
3489,320,0,2,1
3489,1433,0
3489,697,0
3489,3493,0
3489,256,0
3489,5072,0
3489,3494,0
3489,756,0
3489,187,0
3489,296,0
3489,479,2,0
3489,5074,0
3489,5193,0
3489,5075,0
3489,1867,0
3489,3495,0
3489,259,0
3489,260,0
3489,1157,0
3489,5076,0
3489,3487,0
3489,5062,0
3489,5077,0
3489,5078,0
3489,3488,0
3489,5194,0
3489,388,0
3489,3172,0
3489,1388,0
3489,5079,0
3489,2755,0
3489,300,0
3489,3682,0
3489,5195,0
3489,4428,0
3489,2585,0
3489,1477,0
3489,5081,0
3489,1389,0
3489,302,0
3489,5196,0
3489,5197,0
3489,1443,0
3489,1478,0
3489,267,0
3489,5209,0
3489,708,0
3489,303,0
3489,1479,0
3489,3496,0
3489,3136,0
3489,4047,0
3489,1868,0
3489,5166,0
3489,5083,0
3489,3491,0
3489,5084,0
3489,276,0
3489,304,0
3489,5085,0
3489,5167,0
3489,1451,0
3489,762,0
3489,5168,0
3489,2756,0
3489,5086,0
3489,2757,0
3489,5089,0
3489,1032,0
3489,5091,0
3489,5092,0
3489,305,0
3489,3467,0
3489,5093,0
3489,5094,0
3489,661,0
3489,5171,0
3489,5172,0
3489,5173,0
3489,5095,0
3489,283,0
3489,4838,0
3489,5096,0
3489,2616,0
3489,5097,0
3489,5174,0
3489,2807,0
3489,765,0
3489,5175,0
3489,407,0
3489,4503,0
3489,309,0
3489,5122,0
3489,1396,0
3489,5099,0
3489,766,0
3489,767,0
3489,5179,0
3489,768,0
3489,5101,0
3489,769,0
3489,5102,0
3489,5180,0
3489,5181,0
3489,2602,0
3489,3497,0
3489,5182,0
3489,3414,0
3489,3498,0
3489,5103,0
3489,5184,0
3489,1177,0
3489,5104,0
3489,3499,0
3489,3180,0
3489,315,0
3489,5106,0
3489,287,0
3489,5107,0
3489,340,0
3489,5187,0
3489,5188,0
3489,2975,0
3489,770,0
3489,1464,0
3489,5108,0
3489,722,0,2
3489,5189,0
3489,5110,0
3490,5065,0
3490,5067,0
3490,5201,0
3490,5068,0
3490,5061,0
3490,4952,2,0
3490,507,0,2
3490,1866,0
3490,2754,0
3490,775,2,0
3490,240,1,2,0
3490,2350,0
3490,5070,0
3490,253,0
3490,754,0
3490,5191,0
3490,3664,0
3490,5071,0
3490,755,0
3490,320,2,0,1
3490,1433,0
3490,697,0
3490,3493,0
3490,256,0
3490,5072,0
3490,3494,0
3490,756,0
3490,187,0
3490,296,0
3490,479,2,0
3490,5074,0
3490,5193,0
3490,5075,0
3490,1867,0
3490,3495,0
3490,259,0
3490,260,0
3490,1157,0
3490,5076,0
3490,3487,0
3490,5062,0
3490,5077,0
3490,5078,0
3490,3488,0
3490,5194,0
3490,388,0
3490,3172,0
3490,1388,0
3490,5079,0
3490,2755,0
3490,300,0
3490,3682,0
3490,5195,0
3490,4428,0
3490,2585,0
3490,1477,0
3490,5081,0
3490,1389,0
3490,302,0
3490,5196,0
3490,5197,0
3490,1443,0
3490,1478,0
3490,267,0
3490,5209,0
3490,708,0
3490,303,0
3490,1479,0
3490,3496,0
3490,3136,0
3490,4047,0
3490,1868,0
3490,5166,0
3490,5083,0
3490,3491,0
3490,5084,0
3490,276,0
3490,304,0
3490,5085,0
3490,5167,0
3490,1451,0
3490,762,0
3490,5168,0
3490,2756,0
3490,5086,0
3490,2757,0
3490,5089,0
3490,1032,0
3490,5091,0
3490,5092,0
3490,305,0
3490,3467,0
3490,5093,0
3490,5094,0
3490,661,0
3490,5171,0
3490,5172,0
3490,5173,0
3490,5095,0
3490,283,0
3490,4838,0
3490,5096,0
3490,2616,0
3490,5097,0
3490,5174,0
3490,2807,0
3490,765,0
3490,5175,0
3490,407,0
3490,4503,0
3490,309,0
3490,5122,0
3490,1396,0
3490,5099,0
3490,766,0
3490,767,0
3490,5179,0
3490,768,0
3490,5101,0
3490,769,0
3490,5102,0
3490,5180,0
3490,5181,0
3490,2602,0
3490,3497,0
3490,5182,0
3490,3414,0
3490,3498,0
3490,5103,0
3490,5184,0
3490,1177,0
3490,5104,0
3490,3499,0
3490,3180,0
3490,315,0
3490,5106,0
3490,287,0
3490,5107,0
3490,340,0
3490,5187,0
3490,5188,0
3490,2975,0
3490,770,0
3490,1464,0
3490,5108,0
3490,722,2,0
3490,5189,0
3490,5110,0
1479,5221,1,2,0
1479,5133,0
1479,5222,2,1,0
1479,5223,1,0,2
1479,4908,0,2,1
1479,5067,2,0,1
1479,5214,0
1479,5201,0
1479,5068,2,0,1
1479,5224,0,2,1
1479,1338,1,0,2
1479,1866,0
1479,420,0
1479,5268,2,1,0
1479,1430,2,0,1
1479,2584,2,1,0
1479,1818,2,1,0
1479,774,0,2,1
1479,2590,0,1,2
1479,5069,0,2,1
1479,775,2,0,1
1479,1473,2,0
1479,5226,0
1479,5204,0
1479,240,0
1479,3134,0
1479,1431,1,0,2
1479,2350,0,2
1479,5269,0,2,1
1479,754,0
1479,1467,2,0,1
1479,5191,0
1479,254,1
1479,1432,2,0,1
1479,3664,0
1479,5228,0
1479,2592,2,0,1
1479,755,0
1479,1819,1,0,2
1479,1433,0,1,2
1479,5230,0
1479,5270,2,0
1479,1401,0,2
1479,1732,0
1479,1475,2,1,0
1479,2593,1,2,0
1479,1471,2,1,0
1479,1476,2,0,1
1479,756,0
1479,187,0
1479,2594,0,1,2
1479,1402,0,1,2
1479,5193,0
1479,5075,0
1479,1867,0
1479,387,3,1
1479,1403,1,0,2
1479,5231,1,2,0
1479,3294,0,2,1
1479,1434,0,2
1479,5076,0
1479,3487,0
1479,1386,0,2,1
1479,634,2
1479,470,0,2
1479,5062,0
1479,2595,1,2,0
1479,1436,0,2,1
1479,4916,0,1,2
1479,1387,1,2,0
1479,297,1
1479,5077,1,0,2
1479,360,0,1,2
1479,3488,0
1479,299,1,3
1479,1437,0,2,1
1479,1404,0,1,2
1479,1438,1,2,0
1479,3172,1,2,0
1479,5121,1,0,2
1479,5232,0
1479,1439,0,2,1
1479,5079,0
1479,1300,2,1,0
1479,5233,0
1479,3135,0
1479,4213,1,2,0
1479,5195,0
1479,4428,0
1479,1835,1,2,0
1479,5235,0
1479,5236,0
1479,265,1
1479,3938,2,0,1
1479,5206,3,1
1479,5207,3,1
1479,4462,0,1,2
1479,2585,0,1,2
1479,1477,1,2,0
1479,5237,0
1479,1440,0,2
1479,5238,0
1479,5080,0
1479,430,2,1,0
1479,1389,0,1,2
1479,1407,2,0
1479,1441,0,2,1
1479,1821,1,2,0
1479,5196,1,0,2
1479,1442,2,0
1479,5197,0
1479,1443,1,0,2
1479,2596,2,0,1
1479,1478,2,1,0
1479,1445,0,1,2
1479,2597,1,0,2
1479,2598,0,2,1
1479,3939,1,2,0
1479,1447,0,2,1
1479,5240,1,2,0
1479,271,1
1479,1449,2,0,1
1479,1822,1,2,0
1479,5241,2,1,0
1479,1936,0,1,2
1479,3175,2,1,0
1479,3136,0,1,2
1479,4047,0
1479,1868,0
1479,2599,0,1,2
1479,3137,0
1479,275,1
1479,5083,0
1479,1480,0,2,1
1479,3491,0
1479,5243,2,1,0
1479,2600,2,1,0
1479,5084,0
1479,1450,1,2,0
1479,329,0
1479,5085,0
1479,5167,0
1479,1451,0,1,2
1479,279,2,1,0
1479,762,0
1479,5168,0
1479,2756,0
1479,5087,1,0,2
1479,5088,2,0,1
1479,5244,0
1479,5089,0
1479,3177,2,1,0
1479,1270,0
1479,5090,0
1479,280,1
1479,1453,2,1,0
1479,5245,0,2
1479,5246,2
1479,1392,2,1,0
1479,1032,0
1479,5169,1,2,0
1479,1823,0
1479,1824,2,0,1
1479,5248,2,0
1479,1393,0,2,1
1479,5094,0
1479,3325,0,1,2
1479,661,0
1479,5171,0
1479,5172,0
1479,664,2,0,1
1479,1231,2,1,0
1479,5173,0
1479,1415,0,2,1
1479,1394,1,0,2
1479,1454,1,2,0
1479,3138,0
1479,5249,0
1479,821,1,2,0
1479,440,0,1,2
1479,1481,1,0,2
1479,247,2,1,0
1479,2601,2,0,1
1479,3543,0
1479,283,0
1479,1825,0
1479,4838,2,0,1
1479,5250,2,0,1
1479,1417,2,0
1479,284,1
1479,5097,0
1479,3492,0
1479,5251,0
1479,4930,0,2,1
1479,4931,2,1,0
1479,5174,0
1479,2807,0
1479,765,0
1479,5175,0
1479,307,3,1
1479,308,3,1
1479,4848,0
1479,3544,0
1479,5252,1,0,2
1479,4503,0,2
1479,1395,0,2,1
1479,309,0
1479,1340,2,1,0
1479,1233,0,1,2
1479,5122,1,2,0
1479,1458,0,2,1
1479,2758,0
1479,4113,1,0,2
1479,4121,0
1479,1234,2,1,0
1479,1396,1,2,0
1479,5178,0
1479,1482,2,1,0
1479,1459,2,1,0
1479,766,0
1479,767,0
1479,453,3,1
1479,5179,0
1479,1849,0,2,1
1479,3545,0
1479,768,0
1479,769,0
1479,5180,0
1479,5181,0
1479,2602,2,0,1
1479,5182,0
1479,1421,2,0
1479,3414,0
1479,5256,0
1479,5183,0,2,1
1479,3415,0
1479,3178,0,1,2
1479,5184,2,1,0
1479,1826,2,0,1
1479,837,3,1
1479,5220,0
1479,2982,3,1
1479,5257,2,0,1
1479,3139,0
1479,5105,2,1,0
1479,1472,1,0,2
1479,2603,2,0,1
1479,1827,0
1479,5258,2,1,0
1479,382,0
1479,1239,1,2,0
1479,5259,1,0,2
1479,1646,2,1,0
1479,1461,0,2
1479,2604,2,1,0
1479,3140,0,1,2
1479,682,0,2,1
1479,3179,1,0,2
1479,5261,2
1479,3180,0
1479,314,0,1,2
1479,315,0
1479,1462,1,0,2
1479,2586,2,1,0
1479,5262,2,0,1
1479,5263,1,2,0
1479,316,3,1
1479,1463,0,2,1
1479,3327,2,1,0
1479,5264,2,0,1
1479,5106,0,1,2
1479,2605,1,0,2
1479,689,2
1479,1829,0,1,2
1479,864,1,3
1479,5107,0
1479,5187,0
1479,5188,0
1479,2975,0
1479,770,0
1479,5265,1,0,2
1479,1464,0,2,1
1479,1526,1,0,2
1479,5108,0
1479,5189,0
1479,445,2,0,1
1479,288,1
1479,5109,2,1,0
1479,289,0
1479,5271,0,2
1479,1466,1,2,0
1479,3182,2,1,0
1479,5267,0
1479,3183,1,0,2
1479,2606,1,2,0
3496,5065,3,0
3496,5214,3
3496,5068,0,3
3496,5061,0,3
3496,1818,0,3
3496,2754,0,3
3496,696,0,3
3496,5070,0
3496,253,0,3
3496,254,1,3
3496,3664,3,0
3496,255,1
3496,5071,3,0
3496,2592,3,0
3496,1819,3,0
3496,697,3,0
3496,256,0
3496,5072,0
3496,2593,3,0
3496,2594,3
3496,296,0,3
3496,5074,0
3496,5075,0
3496,1867,3
3496,387,1,3
3496,5205,3,0
3496,701,0,3
3496,259,0
3496,260,0
3496,5076,3,0
3496,1386,3,0
3496,5062,3,0
3496,2595,3
3496,1387,3,0
3496,297,1
3496,5077,0,3
3496,5078,0,3
3496,360,3
3496,298,0,3
3496,299,1,3
3496,1388,0
3496,5079,0
3496,264,0,3
3496,704,3,0
3496,2755,3,0
3496,300,0,3
3496,3682,0
3496,265,3,1
3496,5206,1,3
3496,5207,3,1
3496,4462,0,3
3496,1477,0,3
3496,706,3,0
3496,5208,0,3
3496,5081,3,0
3496,1389,0
3496,301,3,0
3496,302,0,3
3496,5215,0
3496,1821,3,0
3496,5209,0
3496,708,3,0
3496,271,1
3496,303,3,0
3496,1822,3
3496,5210,3,0
3496,4047,3,0
3496,275,1
3496,5083,0
3496,5084,3,0
3496,276,3,0
3496,1450,3
3496,304,3,0
3496,710,3,0
3496,279,3,0
3496,2756,3
3496,5086,3,0
3496,2757,0
3496,5089,0
3496,5091,0,3
3496,5092,3,0
3496,305,0,3
3496,3467,0
3496,5093,0,3
3496,713,3,0
3496,661,0,3
3496,5172,3
3496,664,3,0
3496,5173,3
3496,5095,0
3496,283,3,0
3496,5096,0
3496,5211,0,3
3496,306,0,3
3496,2616,3,0
3496,5097,0
3496,3492,0
3496,307,3,1
3496,308,3,1
3496,4848,3
3496,1395,0
3496,309,3,0
3496,310,3,0
3496,2758,0
3496,4121,0,3
3496,1396,3,0
3496,5099,3,0
3496,453,3,1
3496,5101,0,3
3496,5102,3,0
3496,2602,3,0
3496,3497,3,0
3496,3498,0,3
3496,5216,0
3496,5103,0,3
3496,1826,3,0
3496,837,1,3
3496,716,3,0
3496,1177,0
3496,5104,3,0
3496,2982,3,1
3496,1472,3,0
3496,718,3,0
3496,719,0,3
3496,5212,3,0
3496,1646,0,3
3496,682,0,3
3496,5213,3,0
3496,3499,0,3
3496,3180,0,3
3496,315,0,3
3496,721,0,3
3496,5106,0
3496,2605,0,3
3496,864,1,3
3496,5108,0
3496,288,1
3496,5109,3,0
3496,5217,0
3496,723,3,0
3496,5110,3,0
3496,2606,3
3136,5221,0,2,1
3136,5222,1,2,0
3136,5223,2,1,0
3136,4908,2,0,1
3136,5067,1,2,0
3136,5201,0
3136,5068,2,1,0
3136,5224,2,1,0
3136,5225,1,0,2
3136,1338,0,1,2
3136,1866,0
3136,5268,2,1,0
3136,1430,1,0,2
3136,2584,1,0,2
3136,1818,1,2,0
3136,774,1,0,2
3136,1892,1,2,0
3136,2590,0,2,1
3136,5069,0,2,1
3136,775,1,0,2
3136,1473,2,0
3136,5226,0
3136,240,2,1,0
3136,3134,2,0,1
3136,1431,0,1,2
3136,5269,0,1,2
3136,754,0
3136,1467,2,0,1
3136,5227,0,2
3136,1432,1,0,2
3136,5228,1,0,2
3136,2592,2,0,1
3136,755,0
3136,1819,1,0,2
3136,320,2,0,1
3136,1433,1,0,2
3136,5229,2,0
3136,1820,2,1,0
3136,5230,0,1,2
3136,5270,0,2
3136,1401,2,0
3136,1732,0
3136,1475,1,2,0
3136,2593,0,1,2
3136,1471,2,1,0
3136,1476,2,0,1
3136,2014,2,1,0
3136,756,0
3136,187,0
3136,2594,0,2,1
3136,1402,0,1,2
3136,5193,0
3136,1867,0
3136,629,2,0
3136,1403,2,1,0
3136,631,0,2
3136,5231,0,2,1
3136,3294,2,0,1
3136,1434,0,2
3136,3487,0
3136,1386,0,1,2
3136,634,0,2
3136,470,0,2
3136,2595,1,0,2
3136,1436,2,0,1
3136,4916,0,2,1
3136,1387,2,0,1
3136,5077,2,0,1
3136,360,0,2,1
3136,3488,0
3136,299,3,1
3136,1437,2,1,0
3136,1404,2,0,1
3136,1438,0,2,1
3136,3172,2,1,0
3136,5121,1,0,2
3136,5232,2,1,0
3136,1439,2,0,1
3136,1300,0,2,1
3136,5233,2,1,0
3136,3135,0
3136,5234,2,0,1
3136,4213,1,2,0
3136,5195,0
3136,4428,0
3136,1835,2,1,0
3136,5235,0
3136,5236,2,1,0
3136,3938,2,0,1
3136,4462,0,1,2
3136,2585,2,0,1
3136,1477,0,1,2
3136,5237,2,0,1
3136,1440,2,0
3136,5238,2,1,0
3136,5080,0
3136,430,1,0,2
3136,1407,0,2
3136,1441,1,0,2
3136,1821,2,0,1
3136,5196,1,2,0
3136,1442,0,2
3136,1443,1,0,2
3136,2596,0,2,1
3136,1478,2,0,1
3136,1445,0,1,2
3136,2597,1,0,2
3136,2598,0,2,1
3136,3939,1,0,2
3136,5239,2,1,0
3136,1447,2,0,1
3136,5240,2,0,1
3136,1449,1,0,2
3136,1822,0,2,1
3136,5241,0,1,2
3136,5242,0,1,2
3136,1936,0,2,1
3136,3175,1,2,0
3136,1868,0
3136,2599,0,1,2
3136,3137,1,2,0
3136,5083,0
3136,1480,1,0,2
3136,3491,0
3136,5243,0,1,2
3136,2600,0,2,1
3136,1450,0,1,2
3136,329,2,1,0
3136,5085,0
3136,1451,2,0,1
3136,279,2,0,1
3136,762,0
3136,5168,0
3136,5087,1,0,2
3136,5088,1,2,0
3136,5244,2,1,0
3136,3177,2,0,1
3136,1270,0
3136,5090,0
3136,1453,1,2,0
3136,5245,2,0
3136,5246,2
3136,1392,2,0,1
3136,5169,2,1,0
3136,5247,0,2
3136,1823,2,0,1
3136,1824,1,2,0
3136,5248,0,2
3136,1393,2,1,0
3136,5094,0
3136,3325,1,0,2
3136,5171,0
3136,5172,0
3136,664,0,1,2
3136,1231,2,0,1
3136,5173,0
3136,1415,2,0,1
3136,1394,2,0,1
3136,1454,0,2,1
3136,3138,0
3136,5272,1,2,0
3136,821,2,0,1
3136,665,2,0
3136,440,1,0,2
3136,1481,0,1,2
3136,247,1,0,2
3136,2601,2,1,0
3136,3543,0
3136,283,0
3136,1825,2,1,0
3136,4838,0,1,2
3136,5250,2,0,1
3136,1417,0,2
3136,2018,0,1,2
3136,5097,0
3136,3492,0
3136,5251,1,2,0
3136,2019,2,1,0
3136,4930,1,2,0
3136,4931,2,1,0
3136,5174,0
3136,765,0
3136,5175,0
3136,307,3,1
3136,308,3,1
3136,3544,0
3136,5252,1,2,0
3136,4503,2,0
3136,1395,0,1,2
3136,1340,2,1,0
3136,1233,2,1,0
3136,5122,2,1,0
3136,1458,2,1,0
3136,2758,0
3136,4113,1,2,0
3136,4121,0
3136,1234,2,1,0
3136,1396,2,1,0
3136,5253,1,2
3136,1482,1,2,0
3136,5254,0,2
3136,1459,0,1,2
3136,1625,2,0
3136,766,0
3136,767,0
3136,453,1
3136,5179,0
3136,1849,2,1,0
3136,3545,0
3136,3680,0,1,2
3136,768,0
3136,5255,1,2,0
3136,769,0
3136,5180,0
3136,5181,0
3136,2602,2,1,0
3136,5182,0
3136,1421,0,2
3136,675,2,0
3136,5256,1,0,2
3136,5183,0,1,2
3136,3178,0,1,2
3136,5184,0,1,2
